Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,93.6500015258789,91.63999938964844,91.63999938964844,93.33999633789062,8152700.0,89.98499298095703
2019-01-03,94.70999908447266,92.69999694824219,93.20999908447266,92.86000061035156,8277300.0,89.52226257324219
2019-01-04,93.66000366210938,92.69000244140625,93.20999908447266,93.44000244140625,8029100.0,90.08141326904297
2019-01-07,95.16999816894531,93.18000030517578,93.62000274658203,94.54000091552734,7789700.0,91.14188385009766
2019-01-08,95.76000213623047,93.91000366210938,95.05999755859375,95.19999694824219,7200900.0,91.77814483642578
2019-01-09,96.13999938964844,94.7699966430664,95.70999908447266,94.88999938964844,6272300.0,91.47929382324219
2019-01-10,94.9800033569336,93.12000274658203,93.87999725341797,94.95999908447266,9396300.0,91.5467758178711
2019-01-11,95.29000091552734,94.55000305175781,94.98999786376953,94.83999633789062,5394600.0,91.43107604980469
2019-01-14,95.44999694824219,94.27999877929688,94.4800033569336,94.94999694824219,7085100.0,91.5371322631836
2019-01-15,96.5999984741211,95.37999725341797,95.47000122070312,96.25,7058200.0,92.7904052734375
2019-01-16,96.86000061035156,95.83000183105469,95.93000030517578,96.3499984741211,5410000.0,92.88681030273438
2019-01-17,97.20999908447266,96.16000366210938,96.31999969482422,96.73999786376953,5614500.0,93.2627944946289
2019-01-18,98.19999694824219,96.8499984741211,96.94999694824219,97.7300033569336,6120600.0,94.21721649169922
2019-01-22,98.43000030517578,96.77999877929688,97.1500015258789,97.48999786376953,8063200.0,93.98583221435547
2019-01-23,99.3499984741211,97.52999877929688,98.87000274658203,98.70999908447266,8345800.0,95.16199493408203
2019-01-24,98.45999908447266,96.43000030517578,98.19999694824219,98.36000061035156,7609700.0,94.82456970214844
2019-01-25,98.91000366210938,96.75,98.75,96.94000244140625,7218200.0,93.45561218261719
2019-01-28,97.06999969482422,96.08000183105469,96.52999877929688,97.05999755859375,5875800.0,93.5712890625
2019-01-29,97.16000366210938,96.51000213623047,96.7699966430664,96.70999908447266,5253400.0,93.23388671875
2019-01-30,96.80000305175781,94.26000213623047,96.68000030517578,94.80000305175781,11849300.0,91.39252471923828
2019-01-31,96.87000274658203,94.62999725341797,94.62999725341797,95.83000183105469,14723000.0,92.38550567626953
2019-02-01,96.0,93.11000061035156,95.91999816894531,93.86000061035156,12591900.0,90.48632049560547
2019-02-04,94.7699966430664,93.3499984741211,93.86000061035156,94.7699966430664,7268600.0,91.36359405517578
2019-02-05,95.94000244140625,95.0199966430664,95.25,95.5999984741211,6099900.0,92.16376495361328
2019-02-06,96.01000213623047,95.22000122070312,95.43000030517578,95.63999938964844,4264900.0,92.20232391357422
2019-02-07,96.81999969482422,95.0,95.11000061035156,96.7300033569336,7010100.0,93.25315856933594
2019-02-08,96.69000244140625,95.13999938964844,96.33999633789062,95.58000183105469,6169200.0,92.14449310302734
2019-02-11,96.3499984741211,95.63999938964844,95.6500015258789,96.19999694824219,5542800.0,92.74219512939453
2019-02-12,97.16999816894531,96.5,96.81999969482422,96.97000122070312,5881300.0,93.4845199584961
2019-02-13,98.0,97.08999633789062,97.30000305175781,97.94000244140625,5458500.0,94.41967010498047
2019-02-14,99.19999694824219,97.0199966430664,97.68000030517578,98.5199966430664,7200800.0,94.97881317138672
2019-02-15,100.0,98.86000061035156,98.9800033569336,99.98999786376953,9481000.0,96.39598083496094
2019-02-19,104.18000030517578,102.06999969482422,102.37999725341797,102.19999694824219,20697300.0,98.52653503417969
2019-02-20,102.33999633789062,98.6500015258789,101.80999755859375,99.87999725341797,17631800.0,96.28993225097656
2019-02-21,99.91999816894531,98.91000366210938,99.66000366210938,99.38999938964844,6413200.0,95.81755065917969
2019-02-22,100.16000366210938,99.13999938964844,99.81999969482422,99.55000305175781,8086900.0,95.9717788696289
2019-02-25,100.12999725341797,99.05000305175781,100.12000274658203,99.12000274658203,9235000.0,95.5572509765625
2019-02-26,99.05999755859375,97.87000274658203,99.0199966430664,98.69000244140625,8488100.0,95.1427001953125
2019-02-27,98.38999938964844,97.58999633789062,98.12000274658203,98.11000061035156,7902300.0,94.58355712890625
2019-02-28,99.47000122070312,97.7699966430664,98.11000061035156,98.98999786376953,11375900.0,95.43191528320312
2019-03-01,99.55999755859375,97.12000274658203,99.47000122070312,97.93000030517578,10352500.0,94.41002655029297
2019-03-04,98.58999633789062,97.37000274658203,98.12000274658203,97.8499984741211,7683800.0,94.33289337158203
2019-03-05,99.19000244140625,98.08999633789062,98.12999725341797,98.33999633789062,6119300.0,94.80528259277344
2019-03-06,99.0,97.86000061035156,98.2699966430664,98.26000213623047,4696600.0,94.72815704345703
2019-03-07,98.19999694824219,97.23999786376953,97.70999908447266,97.44999694824219,6126600.0,93.94725799560547
2019-03-08,98.41999816894531,97.0,97.55000305175781,97.58999633789062,5659000.0,94.08224487304688
2019-03-11,98.58000183105469,97.81999969482422,98.04000091552734,98.4800033569336,5345300.0,94.94025421142578
2019-03-12,98.73999786376953,98.05000305175781,98.52999877929688,98.37000274658203,5070500.0,94.8342056274414
2019-03-13,99.3499984741211,98.38999938964844,98.69999694824219,99.02999877929688,5482300.0,95.4704818725586
2019-03-14,98.43000030517578,97.58999633789062,98.41000366210938,98.22000122070312,4925800.0,95.1990966796875
2019-03-15,98.51000213623047,97.5999984741211,98.27999877929688,98.41999816894531,14600000.0,95.3929443359375
2019-03-18,99.7699966430664,98.26000213623047,98.30000305175781,99.66000366210938,5770100.0,96.59481048583984
2019-03-19,100.48999786376953,99.56999969482422,99.98999786376953,99.8499984741211,5414400.0,96.77896881103516
2019-03-20,99.55000305175781,98.54000091552734,99.19999694824219,98.63999938964844,6323100.0,95.6061782836914
2019-03-21,99.12999725341797,98.0999984741211,98.25,99.05999755859375,6551000.0,96.01325225830078
2019-03-22,99.52999877929688,97.94000244140625,98.58000183105469,98.27999877929688,6708100.0,95.25724029541016
2019-03-25,98.62000274658203,97.62999725341797,97.80000305175781,98.16999816894531,5407400.0,95.15062713623047
2019-03-26,98.8499984741211,98.02999877929688,98.36000061035156,98.31999969482422,4945900.0,95.2960205078125
2019-03-27,98.86000061035156,95.0,98.13999938964844,97.20999908447266,8471200.0,94.22014617919922
2019-03-28,97.87000274658203,96.52999877929688,97.58999633789062,97.12999725341797,8054300.0,94.14262390136719
2019-03-29,97.66999816894531,97.04000091552734,97.58999633789062,97.52999877929688,7439900.0,94.53031158447266
2019-04-01,98.36000061035156,97.55999755859375,97.97000122070312,97.81999969482422,8505800.0,94.81139373779297
2019-04-02,98.30999755859375,96.9000015258789,97.76000213623047,96.94000244140625,6274000.0,93.95846557617188
2019-04-03,97.4000015258789,96.79000091552734,97.12000274658203,97.19000244140625,5687500.0,94.2007827758789
2019-04-04,98.27999877929688,97.23999786376953,97.25,98.11000061035156,4026300.0,95.09247589111328
2019-04-05,99.19999694824219,98.16000366210938,98.25,98.83000183105469,4656000.0,95.79033660888672
2019-04-08,99.25,98.26000213623047,98.44999694824219,99.2300033569336,5422400.0,96.17803192138672
2019-04-09,99.2300033569336,98.1500015258789,98.80000305175781,98.69000244140625,4367500.0,95.65463256835938
2019-04-10,99.72000122070312,98.5,98.51000213623047,99.5999984741211,4091100.0,96.53665161132812
2019-04-11,100.83000183105469,99.47000122070312,99.69999694824219,100.80000305175781,5606900.0,97.69975280761719
2019-04-12,102.0199966430664,101.0,101.0,101.55999755859375,5162000.0,98.43635559082031
2019-04-15,102.91000366210938,101.26000213623047,101.30000305175781,102.43000030517578,5111900.0,99.27962493896484
2019-04-16,103.38999938964844,102.54000091552734,102.88999938964844,102.93000030517578,4828400.0,99.76422882080078
2019-04-17,103.4000015258789,102.41000366210938,103.0,103.16000366210938,3729200.0,99.9871597290039
2019-04-18,103.80000305175781,102.88999938964844,103.11000061035156,103.18000030517578,3727800.0,100.00654602050781
2019-04-22,103.54000091552734,102.16999816894531,102.77999877929688,102.37000274658203,5079400.0,99.2214584350586
